7934
; High-resolution solar spectrum between 800-1150 A. 
; Based on measurements with SOHO/SUMER (Curdt et al., 1997)
; wave (A)   flux (photons in arbitrary units)
928.54413    5.52006E+06
928.58844    4.72509E+06
928.63275    4.33650E+06
928.67700    4.18224E+06
928.72131    4.17621E+06
928.76562    4.25057E+06
928.80994    3.91997E+06
928.85425    3.54333E+06
928.89856    3.36451E+06
928.93115    3.51019E+06
928.97534    3.36521E+06
929.01959    3.52050E+06
929.06384    3.75566E+06
929.10803    4.40807E+06
929.15228    5.39857E+06
929.19647    5.99521E+06
929.24072    5.94916E+06
929.28491    5.37542E+06
929.32916    5.86616E+06
929.37335    8.16287E+06
929.41760    1.43782E+07
929.46185    2.65118E+07
929.50604    3.82362E+07
929.55029    4.02498E+07
929.59448    3.03401E+07
929.63873    1.76656E+07
929.68292    1.05411E+07
929.72717    6.66888E+06
929.77142    5.05829E+06
929.81561    4.65510E+06
929.85986    4.80069E+06
929.90405    5.41960E+06
929.94830    5.42876E+06
929.99255    5.94906E+06
930.03674    7.04410E+06
930.08099    8.19157E+06
930.12518    1.03527E+07
930.16943    1.32593E+07
930.21368    1.81457E+07
930.25787    2.46949E+07
930.30212    2.73197E+07
930.34631    2.81846E+07
930.39056    2.84801E+07
930.43481    3.02565E+07
930.47900    3.79719E+07
930.52325    5.52384E+07
930.56750    8.86155E+07
930.61169    1.33869E+08
930.65594    1.83023E+08
930.70013    2.20324E+08
930.74438    2.39454E+08
930.78864    2.45875E+08
930.83282    2.47903E+08
930.87708    2.29682E+08
930.92133    1.82178E+08
930.96552    1.24327E+08
931.00977    7.67233E+07
931.05402    4.53410E+07
931.09821    2.80330E+07
931.14246    1.87182E+07
931.18671    1.34080E+07
931.23090    1.06817E+07
931.27515    9.05898E+06
931.31934    8.09650E+06
931.36359    8.80818E+06
931.40784    1.15883E+07
931.45203    1.71415E+07
931.49628    2.17752E+07
931.54053    2.10299E+07
931.58478    1.76994E+07
931.62897    1.63948E+07
931.67322    1.46405E+07
931.71747    1.10726E+07
931.76166    7.38735E+06
931.80591    5.35854E+06
931.85016    4.69678E+06
931.89435    4.25631E+06
931.93860    4.04707E+06
931.98285    4.10081E+06
931.98706    4.22080E+06
932.03131    4.63318E+06
932.07550    5.14086E+06
932.11975    5.92618E+06
932.16400    7.56392E+06
932.20819    8.56908E+06
932.25244    7.90799E+06
932.29669    6.08386E+06
932.34094    4.57699E+06
932.38513    3.97264E+06
932.42938    3.76883E+06
932.47363    3.65765E+06
932.51782    3.57546E+06
932.56207    3.95467E+06
932.60632    4.07952E+06
932.65057    4.16459E+06
932.69476    4.21773E+06
932.73901    4.35189E+06
932.78326    4.60819E+06
932.82751    4.96287E+06
932.87170    5.00374E+06
932.91595    4.76242E+06
932.96021    4.71301E+06
933.00446    5.04594E+06
933.04865    5.67086E+06
933.09290    6.43582E+06
933.13715    9.07331E+06
933.18140    1.53759E+07
933.22559    2.90986E+07
933.26984    5.91253E+07
933.31409    1.03132E+08
933.35834    1.53301E+08
933.40253    1.84799E+08
933.44678    1.74486E+08
933.49103    1.29191E+08
933.53528    7.85988E+07
933.57947    4.24785E+07
933.62372    2.24633E+07
933.66797    1.24722E+07
933.71222    7.38192E+06
933.75647    5.06486E+06
933.80066    4.06097E+06
933.84491    3.46714E+06
933.88916    3.40986E+06
933.93341    3.15174E+06
933.97760    3.25944E+06
934.02185    3.37721E+06
934.06610    3.35770E+06
934.11035    3.40364E+06
934.15460    3.32287E+06
934.19879    3.16372E+06
934.24304    3.10870E+06
934.28729    3.13428E+06
934.33154    3.26930E+06
934.37579    3.32458E+06
934.41998    3.30277E+06
934.46423    3.28923E+06
934.50848    3.38696E+06
934.55273    3.57760E+06
934.59698    4.11204E+06
934.64124    4.56353E+06
934.68542    5.05113E+06
934.72968    5.48462E+06
934.77393    5.10885E+06
934.81818    4.39922E+06
934.86243    3.96910E+06
934.90668    3.70895E+06
934.95087    3.69334E+06
934.99512    3.65888E+06
935.03937    4.28999E+06
935.08362    5.90886E+06
935.12787    9.21625E+06
935.17212    1.27222E+07
935.21631    1.36696E+07
935.26056    1.06821E+07
935.30481    7.06738E+06
935.34906    5.08168E+06
935.39331    4.01774E+06
935.43756    3.75503E+06
935.48181    3.62703E+06
935.52600    3.60033E+06
935.57025    3.56566E+06
935.61450    3.31808E+06
935.65875    3.27149E+06
935.70300    3.43748E+06
935.74725    3.24491E+06
935.79150    3.08746E+06
935.83575    3.09445E+06
935.87994    3.31538E+06
935.92419    3.43735E+06
935.96844    3.51079E+06
936.01270    3.51898E+06
936.05695    3.36652E+06
936.10120    3.34019E+06
936.14545    3.46684E+06
936.18970    3.46696E+06
936.23395    3.44479E+06
936.27820    3.49914E+06
936.32239    3.77587E+06
936.36664    3.90484E+06
936.41089    4.58180E+06
936.45514    6.00377E+06
936.49939    1.07584E+07
936.54364    2.19996E+07
936.58789    3.85924E+07
936.63214    4.80765E+07
936.67639    4.24817E+07
936.72064    2.71804E+07
936.76489    1.47699E+07
936.80908    8.59922E+06
936.85333    6.54650E+06
936.89758    5.81387E+06
936.94183    5.86360E+06
936.98608    6.38352E+06
937.03033    7.74863E+06
937.07458    9.92671E+06
937.11884    1.29508E+07
937.16309    1.51893E+07
937.20734    1.62150E+07
937.25159    1.66696E+07
937.29584    2.01583E+07
937.34009    2.63277E+07
937.38434    3.35742E+07
937.42859    3.99485E+07
937.47284    4.52919E+07
937.51709    5.48959E+07
937.56134    7.88109E+07
937.60553    1.22348E+08
937.64978    1.78317E+08
937.69403    2.40895E+08
937.73828    2.87402E+08
937.78253    3.18576E+08
937.82678    3.33825E+08
937.87103    3.45476E+08
937.91528    3.44566E+08
937.95953    3.06747E+08
938.00378    2.36002E+08
938.04803    1.58878E+08
938.09229    9.37684E+07
938.13654    5.30038E+07
938.18079    3.21846E+07
938.22504    2.11442E+07
938.26929    1.50663E+07
938.31354    1.20098E+07
938.35779    1.03075E+07
938.40204    9.20980E+06
938.44629    8.49623E+06
938.49054    9.62828E+06
938.53479    1.39622E+07
938.57904    2.12899E+07
938.62329    2.66645E+07
938.66754    2.47736E+07
938.71179    1.71087E+07
938.75604    1.05885E+07
938.80029    7.14632E+06
938.84454    5.70570E+06
938.88885    4.88254E+06
938.93311    4.60328E+06
938.97736    4.64264E+06
939.02161    4.74326E+06
939.06586    5.23825E+06
939.11011    6.90469E+06
939.15436    1.09038E+07
939.19861    1.66285E+07
939.24286    1.98958E+07
939.28711    1.72701E+07
939.33136    1.16470E+07
939.37561    7.46218E+06
939.41986    5.88237E+06
939.46411    5.10948E+06
939.50836    5.16758E+06
939.55261    5.14193E+06
939.59686    5.36371E+06
939.64111    5.47768E+06
939.68536    5.59674E+06
939.72961    6.72980E+06
939.77393    8.85265E+06
939.81818    1.16006E+07
939.86243    1.17285E+07
939.90668    9.03582E+06
939.95093    6.40825E+06
939.99518    5.02269E+06
940.03943    4.89369E+06
940.08368    4.34449E+06
940.12793    4.37445E+06
940.17218    4.23686E+06
940.21643    3.97249E+06
940.26068    3.77449E+06
940.30499    3.49730E+06
940.34924    3.35139E+06
940.39349    3.33405E+06
940.43774    3.56916E+06
940.46771    3.75135E+06
940.51190    3.69712E+06
940.55609    3.71435E+06
940.60028    3.88814E+06
940.64447    3.93207E+06
940.68866    3.79399E+06
940.73285    3.81164E+06
940.77698    3.75371E+06
940.82117    3.56765E+06
940.86536    3.73644E+06
940.90955    3.62032E+06
940.95374    3.44825E+06
941.08789    3.64506E+06
941.13208    3.89059E+06
941.17627    4.32812E+06
941.22046    4.55793E+06
941.26465    5.04085E+06
941.30884    5.21142E+06
941.35303    6.02431E+06
941.39716    6.71571E+06
941.44135    7.58198E+06
941.48553    7.69189E+06
941.52972    7.10880E+06
941.57391    5.74035E+06
941.61810    4.73227E+06
941.66229    4.25100E+06
941.70648    3.87716E+06
941.75067    3.38312E+06
941.79480    3.43029E+06
941.83899    3.54444E+06
941.88318    3.60130E+06
941.92737    3.62234E+06
941.97156    3.63816E+06
942.01575    3.52339E+06
942.05994    3.55267E+06
942.10413    3.50796E+06
942.14832    3.42773E+06
942.19250    3.73003E+06
942.23669    3.80533E+06
942.28088    4.49372E+06
942.32501    5.82248E+06
942.36920    7.96553E+06
942.41339    1.17074E+07
942.45758    1.57425E+07
942.50177    1.77620E+07
942.54596    1.62748E+07
942.59015    1.26754E+07
942.63434    8.48590E+06
942.67853    6.22838E+06
942.72272    4.71697E+06
942.76691    4.02336E+06
942.81110    3.94801E+06
942.85529    3.84919E+06
942.89948    4.32723E+06
942.94366    5.00128E+06
942.98785    5.73429E+06
943.03204    5.96056E+06
943.07623    5.69047E+06
943.12042    4.91534E+06
943.16461    4.75575E+06
943.20874    4.17776E+06
943.25293    4.31136E+06
943.29718    4.16485E+06
943.34137    3.97243E+06
943.38556    3.88940E+06
943.42975    3.93496E+06
943.47388    3.54980E+06
943.51807    3.50190E+06
943.56226    3.49579E+06
943.60645    3.68152E+06
943.65063    3.82377E+06
943.69482    3.97998E+06
943.73901    4.66146E+06
943.78320    5.64102E+06
943.82739    6.73812E+06
943.87158    7.17703E+06
943.91577    6.64492E+06
943.95996    5.66407E+06
944.00415    5.16797E+06
944.04834    5.34108E+06
944.09259    6.72513E+06
944.13678    9.72711E+06
944.18097    1.59847E+07
944.22516    2.60590E+07
944.26935    3.63161E+07
944.31354    4.55208E+07
944.35773    5.16393E+07
944.40192    5.72900E+07
944.44611    7.01046E+07
944.49030    8.70132E+07
944.53448    9.58851E+07
944.57867    8.60046E+07
944.62286    6.32208E+07
944.66705    4.10857E+07
944.71124    2.43314E+07
944.75543    1.41855E+07
944.79962    8.85735E+06
944.84381    6.41194E+06
944.88800    5.15303E+06
944.93219    4.66363E+06
944.97638    4.57843E+06
945.02057    4.72519E+06
945.06476    5.79589E+06
945.10901    7.49312E+06
945.15320    9.15100E+06
945.19739    1.00683E+07
945.24158    1.05573E+07
945.28577    1.13279E+07
945.32996    1.15400E+07
945.37415    1.00620E+07
945.41833    7.83037E+06
945.46252    7.58547E+06
945.50671    9.05375E+06
945.55090    1.10284E+07
945.59509    1.18445E+07
945.63928    9.59030E+06
945.68347    7.08038E+06
945.72772    5.42224E+06
945.77191    4.75526E+06
945.81610    4.75508E+06
945.86029    5.00228E+06
945.90448    5.73098E+06
945.94867    6.56772E+06
945.99286    7.07423E+06
946.03705    6.79403E+06
946.08130    6.92152E+06
946.12549    7.70144E+06
946.16968    8.12796E+06
946.21387    8.60461E+06
946.25806    7.63279E+06
946.30225    6.18809E+06
946.34644    5.27307E+06
946.39062    4.73172E+06
946.43481    4.69151E+06
946.47906    4.75481E+06
946.52325    4.98770E+06
946.56744    5.66284E+06
946.61163    5.95319E+06
946.65582    5.86383E+06
946.70001    5.54614E+06
946.74420    4.96991E+06
946.78845    4.20615E+06
946.83264    3.95369E+06
946.87683    3.83804E+06
946.92102    3.51230E+06
946.96521    3.59482E+06
947.00940    3.59948E+06
947.05365    3.57587E+06
947.09784    3.80261E+06
947.14203    3.90783E+06
947.18622    3.95782E+06
947.23041    3.71258E+06
947.27460    3.91544E+06
947.31885    4.02038E+06
947.36304    4.08389E+06
947.40723    4.15965E+06
947.45142    3.84750E+06
947.49561    3.95623E+06
947.53979    3.88973E+06
947.58405    3.82801E+06
947.62823    3.75061E+06
947.67242    3.86194E+06
947.71661    4.05538E+06
947.76080    3.83658E+06
947.80505    3.85339E+06
947.84924    4.14422E+06
947.89343    4.04245E+06
947.93762    4.01954E+06
947.98181    4.24590E+06
948.02606    4.38175E+06
948.07025    4.58943E+06
948.11444    5.19379E+06
948.15863    5.41292E+06
948.20282    5.24296E+06
948.24707    5.70637E+06
948.29126    6.45014E+06
948.33545    6.83560E+06
948.37970    6.94929E+06
948.42389    6.74175E+06
948.46808    6.70854E+06
948.51227    8.83810E+06
948.55646    1.52895E+07
948.60071    2.94985E+07
948.64490    4.91521E+07
948.68909    6.21133E+07
948.73328    5.54479E+07
948.77753    3.65039E+07
948.82172    2.07431E+07
948.86591    1.35319E+07
948.91010    1.07266E+07
948.95435    9.64282E+06
948.99854    9.97039E+06
949.04272    1.12697E+07
949.08691    1.39016E+07
949.13116    1.87425E+07
949.17535    2.58866E+07
949.21954    3.31544E+07
949.26373    3.98437E+07
949.30798    4.67636E+07
949.35217    5.20012E+07
949.39636    5.83227E+07
949.44061    6.94341E+07
949.48480    9.86447E+07
949.52899    1.58576E+08
949.57318    2.56141E+08
949.61743    3.69559E+08
949.66162    4.59858E+08
949.70581    5.06367E+08
949.75006    5.38547E+08
949.79425    5.66166E+08
949.83844    5.75969E+08
949.88269    5.41316E+08
949.92688    4.43074E+08
949.97107    3.01085E+08
950.01526    1.85505E+08
950.05951    1.25403E+08
950.10370    1.03226E+08
950.14789    8.86194E+07
950.19214    6.63698E+07
950.23633    4.33156E+07
950.28052    3.05700E+07
950.32477    2.49688E+07
950.36896    2.26622E+07
950.41315    1.90335E+07
950.45740    1.56072E+07
950.50159    1.40727E+07
950.54578    1.49089E+07
950.59003    1.88510E+07
950.63422    2.61332E+07
950.67841    3.70155E+07
950.72266    4.70824E+07
950.76685    4.96102E+07
950.81104    4.26332E+07
950.85529    3.46454E+07
950.89948    3.04803E+07
950.94366    2.61512E+07
950.98792    1.79327E+07
951.03210    1.13549E+07
951.07629    8.48590E+06
951.12054    6.85056E+06
951.16473    6.32309E+06
951.20898    5.87754E+06
951.25317    5.64317E+06
951.29736    5.70355E+06
951.34161    5.72037E+06
951.38580    5.81302E+06
951.42999    5.65217E+06
951.47424    5.53226E+06
951.51843    5.42837E+06
951.56268    5.29632E+06
951.60687    5.22589E+06
951.65106    5.42791E+06
951.69531    5.35283E+06
951.73950    5.44762E+06
951.78369    5.67059E+06
951.82794    5.64338E+06
951.87213    5.48720E+06
951.91638    5.36377E+06
951.96057    5.32386E+06
952.00476    5.25347E+06
952.04901    4.76043E+06
952.09320    4.70886E+06
952.13745    5.06496E+06
952.18164    6.04301E+06
952.22589    8.53880E+06
952.27008    1.36777E+07
952.31427    1.84959E+07
952.35852    1.89575E+07
952.40271    1.60145E+07
952.44696    1.23208E+07
952.49115    9.78359E+06
952.53540    8.03315E+06
952.57959    6.72013E+06
952.62384    5.53097E+06
952.66803    4.90574E+06
952.71222    4.58354E+06
952.75647    4.65198E+06
952.80066    5.20360E+06
952.84491    6.54185E+06
952.88910    9.97776E+06
952.93335    1.28143E+07
952.97754    1.24381E+07
953.02179    9.51249E+06
953.06598    6.42802E+06
953.11017    5.06927E+06
953.15442    4.42084E+06
953.19861    4.43566E+06
953.24286    4.38307E+06
953.28705    4.62995E+06
953.33130    5.51279E+06
953.37549    7.34803E+06
953.41974    9.57011E+06
953.46393    9.63746E+06
953.50818    8.73559E+06
953.55237    7.58132E+06
953.59662    8.90959E+06
953.64081    1.12107E+07
953.68506    1.17941E+07
953.72925    9.64989E+06
953.77350    7.17680E+06
953.81769    5.64565E+06
953.86194    5.78612E+06
953.90613    7.64052E+06
953.95038    9.91865E+06
953.99457    1.09171E+07
954.03882    9.87155E+06
954.08301    8.16507E+06
954.12726    7.38848E+06
954.17145    6.31231E+06
954.21570    5.28041E+06
954.25989    4.50868E+06
954.30414    4.21370E+06
954.34833    4.19642E+06
954.39258    4.26623E+06
954.43677    4.27671E+06
954.48102    4.22506E+06
954.52521    4.13430E+06
954.56946    4.13791E+06
954.61365    4.22991E+06
954.65790    4.20511E+06
954.70209    4.05110E+06
954.74634    4.21135E+06
954.79059    4.26344E+06
954.83478    4.44243E+06
954.87903    4.07302E+06
954.92322    3.92554E+06
954.96747    4.03108E+06
955.01166    4.36358E+06
955.05591    4.54420E+06
955.10010    4.40087E+06
955.14435    4.71528E+06
955.18860    4.95586E+06
955.23279    5.61452E+06
955.27704    6.20309E+06
955.32123    7.28637E+06
955.36548    7.76761E+06
955.40967    7.45888E+06
955.45392    7.09821E+06
955.49817    6.17327E+06
955.54236    5.59228E+06
955.58661    5.16016E+06
955.63080    4.87015E+06
955.67505    4.70900E+06
955.71930    4.46697E+06
955.76349    4.34135E+06
955.80774    3.96605E+06
955.85193    4.28803E+06
955.89618    4.46338E+06
955.94037    4.40346E+06
955.98462    4.37304E+06
956.02887    4.43595E+06
956.07306    4.20924E+06
956.11731    4.19788E+06
956.16156    4.16775E+06
956.20575    4.35805E+06
956.25000    4.21344E+06
956.29419    4.30697E+06
956.33844    4.37139E+06
956.38269    4.69150E+06
956.42688    4.64835E+06
956.47113    4.57794E+06
956.51532    4.38119E+06
956.55957    4.24672E+06
956.60382    4.27046E+06
956.64801    4.17746E+06
956.69226    4.28357E+06
956.73651    4.00075E+06
956.78070    4.00220E+06
956.82495    4.21762E+06
956.85541    4.06037E+06
956.89954    4.30433E+06
956.94366    4.44276E+06
956.98785    4.43129E+06
957.03198    4.68005E+06
957.03613    4.56106E+06
957.08026    4.32848E+06
957.12445    4.19383E+06
957.16858    4.19171E+06
957.21277    4.02902E+06
957.25690    3.90961E+06
957.30103    3.78015E+06
957.34521    4.05100E+06
957.38934    3.92644E+06
957.43347    3.83293E+06
957.47766    3.97623E+06
957.52179    4.13300E+06
957.56598    3.91488E+06
957.61011    3.99676E+06
957.65424    4.20185E+06
957.69843    4.64055E+06
957.74255    5.13560E+06
957.78674    5.25144E+06
957.83087    4.99024E+06
957.87500    5.13815E+06
957.91919    4.80760E+06
957.96332    4.56799E+06
958.00751    4.73753E+06
958.05164    4.71168E+06
958.09583    4.76744E+06
958.13995    5.12058E+06
958.18408    5.00724E+06
958.22827    5.17632E+06
958.27240    5.15592E+06
958.31659    5.04895E+06
958.36072    4.86626E+06
958.40491    4.82283E+06
958.44904    5.09298E+06
958.49323    6.28654E+06
958.53735    8.40693E+06
958.58148    1.28728E+07
958.62567    1.93090E+07
958.66980    2.57908E+07
958.71399    2.79704E+07
958.75812    2.39798E+07
958.80231    1.65334E+07
958.84644    1.10336E+07
958.89062    7.72868E+06
958.93475    6.09791E+06
958.97894    5.23398E+06
959.02307    5.26480E+06
959.06726    5.19077E+06
959.11139    5.36653E+06
959.15558    5.43144E+06
959.19971    5.46708E+06
959.24390    5.37920E+06
959.28802    5.38632E+06
959.33215    5.23393E+06
959.37634    5.14125E+06
959.42047    5.35124E+06
959.46466    5.90683E+06
959.50885    6.79012E+06
959.55298    7.11696E+06
959.59717    6.97859E+06
959.64130    6.45324E+06
959.68549    5.21822E+06
959.72961    4.77645E+06
959.77374    4.61419E+06
959.81793    4.53864E+06
959.86206    4.48845E+06
959.90625    4.40474E+06
959.95044    4.70813E+06
959.99457    4.61155E+06
960.03876    4.62941E+06
960.08289    4.70952E+06
960.12708    4.71930E+06
960.17120    4.44612E+06
960.21539    4.34202E+06
960.25952    4.55792E+06
960.30371    4.52394E+06
960.34784    4.52838E+06
960.39203    4.46786E+06
960.43616    4.46168E+06
960.48035    4.32486E+06
960.52454    4.42847E+06
960.56866    4.40125E+06
960.61285    4.12151E+06
960.65698    4.37209E+06
960.70117    4.33614E+06
