 14
  500.0  6.59E-22
 1200.0  1.07E-23
 1215.7  1.01E-23
 1250.0  8.80E-24
 1300.0  7.31E-24
 1400.0  5.16E-24
 1500.0  3.73E-24
 1600.0  2.75E-24
 1700.0  2.07E-24
 1800.0  1.58E-24
 1900.0  1.23E-24
 2000.0  9.62E-25
 2500.0  3.36E-25
 3000.0  1.42E-25
