# 12C16O photoabsorption. 300K. Generated by Alan Heays 2016-04-21.
# wavelength(nm) cross_section(cm2)
89.85160 2.04671e-17
89.85170 7.80340e-19
89.85180 -4.06943e-18
89.85190 1.35074e-17
89.85200 4.54507e-18
89.85210 -2.33274e-17
89.85220 -3.40051e-17
89.85230 -4.12584e-18
89.85240 4.75258e-17
89.85250 5.01423e-17
89.85260 8.79827e-18
89.85270 -6.29709e-18
89.85280 2.09594e-17
89.85290 4.67675e-17
89.85300 3.78602e-17
89.85310 2.29047e-18
89.85320 -9.22458e-19
89.85330 3.31522e-17
89.85340 1.91341e-17
89.85350 -1.03896e-17
89.85360 2.54166e-18
89.85370 9.93015e-18
89.85380 9.13390e-18
89.85390 1.18055e-17
89.85400 1.93320e-17
89.85410 4.77730e-17
89.85420 5.25711e-17
89.85430 2.84031e-17
89.85440 2.31127e-17
89.85450 3.37872e-17
89.85460 3.91520e-17
89.85470 2.32942e-17
89.85480 2.95932e-17
89.85490 8.66701e-17
89.85500 1.30189e-16
89.85510 1.27374e-16
89.85520 8.65653e-17
89.85530 4.76793e-17
89.85540 4.37839e-17
89.85550 3.36067e-17
89.85560 1.59715e-17
89.85570 -1.18390e-17
89.85580 -3.81127e-17
89.85590 5.25620e-18
89.85600 4.60445e-17
89.85610 2.98488e-17
89.85620 2.10535e-17
89.85630 3.19238e-18
89.85640 -2.73179e-17
89.85650 -3.56077e-17
89.85660 -1.67641e-17
89.85670 1.11115e-17
89.85680 1.61011e-17
89.85690 3.34833e-19
89.85700 -2.40461e-17
89.85710 -1.23722e-17
89.85720 2.00592e-17
89.85730 -6.29158e-18
89.85740 -2.98983e-17
89.85750 -2.28930e-17
89.85760 -1.46126e-17
89.85770 2.14711e-17
89.85780 1.57237e-17
89.85790 -2.89869e-17
89.85800 -3.27002e-17
89.85810 -2.32702e-17
89.85820 -1.15972e-17
89.85830 -5.85450e-19
89.85840 1.43620e-18
89.85850 6.13495e-18
89.85860 -3.67814e-18
89.85870 -2.10974e-17
89.85880 -3.62699e-17
89.85890 -2.10698e-17
89.85900 3.58681e-17
89.85910 6.00711e-17
89.85920 6.09105e-17
89.85930 8.19335e-17
89.85940 9.78520e-17
89.85950 1.00344e-16
89.85960 7.02306e-17
89.85970 3.89981e-17
89.85980 4.57696e-17
89.85990 5.36600e-17
89.86000 4.59680e-17
89.86010 1.23106e-17
89.86020 -1.45053e-17
89.86030 9.09147e-18
89.86040 2.73534e-17
89.86050 1.58700e-17
89.86060 -2.85887e-18
89.86070 -1.46906e-17
89.86080 -7.69963e-18
89.86090 -1.22562e-17
89.86100 -2.20816e-17
89.86110 -1.71401e-18
89.86120 2.23389e-17
89.86130 8.41792e-18
89.86140 -2.72654e-17
89.86150 -2.43086e-17
89.86160 3.33652e-18
89.86170 -6.81068e-19
89.86180 -5.84510e-18
89.86190 -2.70251e-18
89.86200 -9.26945e-18
89.86210 1.41486e-17
89.86220 3.09164e-17
89.86230 1.25839e-17
89.86240 1.00969e-17
89.86250 6.16017e-18
89.86260 -4.63096e-18
89.86270 -9.17322e-18
89.86280 -1.22115e-17
89.86290 2.80274e-17
89.86300 5.30421e-17
89.86310 9.06000e-18
89.86320 -1.67551e-17
89.86330 7.61267e-18
89.86340 5.78676e-17
89.86350 9.02968e-17
89.86360 7.61826e-17
89.86370 5.04777e-17
89.86380 1.61106e-17
89.86390 -8.27770e-19
89.86400 1.82584e-17
89.86410 1.87228e-17
89.86420 1.05869e-17
89.86430 2.36516e-17
89.86440 2.91281e-17
89.86450 2.66130e-17
89.86460 2.70078e-17
89.86470 2.10598e-17
89.86480 2.28897e-17
89.86490 2.78975e-17
89.86500 1.92401e-17
89.86510 1.57013e-17
89.86520 7.92801e-18
89.86530 -1.12908e-17
89.86540 -3.22967e-18
89.86550 1.95191e-17
89.86560 1.51668e-17
89.86570 1.77162e-18
89.86580 -3.71577e-18
89.86590 -7.37363e-18
89.86600 8.64526e-18
89.86610 1.51392e-17
89.86620 -1.57595e-18
89.86630 9.38699e-18
89.86640 1.61893e-17
89.86650 -1.07070e-17
89.86660 -4.71548e-17
89.86670 -7.32335e-17
89.86680 -4.28539e-17
89.86690 1.91412e-17
89.86700 5.31256e-17
89.86710 5.31544e-17
89.86720 2.07924e-17
89.86730 3.33761e-18
89.86740 1.95895e-17
89.86750 3.58533e-17
89.86760 5.12885e-17
89.86770 6.25457e-17
89.86780 4.32349e-17
89.86790 2.63907e-17
89.86800 6.15070e-17
89.86810 6.78236e-17
89.86820 8.25786e-18
89.86830 -2.47206e-17
89.86840 -2.09872e-17
89.86850 -4.57552e-18
89.86860 1.34754e-17
89.86870 3.31819e-18
89.86880 -1.73112e-17
89.86890 -1.35739e-18
89.86900 4.07134e-17
89.86910 3.40977e-17
89.86920 -1.94870e-17
89.86930 -3.54817e-17
89.86940 6.31779e-19
89.86950 4.60984e-17
89.86960 5.36368e-17
89.86970 2.47292e-18
89.86980 -3.68134e-17
89.86990 -5.28363e-18
89.87000 2.34401e-17
89.87010 3.15384e-17
89.87020 3.60180e-17
89.87030 -4.52808e-18
89.87040 -3.97261e-17
89.87050 -4.47786e-17
89.87060 -2.82316e-17
89.87070 2.74958e-18
89.87080 2.23263e-18
89.87090 7.64934e-18
89.87100 6.83499e-18
89.87110 -5.96495e-18
89.87120 1.54448e-18
89.87130 -1.24001e-17
89.87140 -1.36531e-17
89.87150 -5.41369e-18
89.87160 1.85586e-18
89.87170 2.74854e-17
89.87180 1.25101e-17
89.87190 2.82074e-18
89.87200 1.19309e-17
89.87210 7.65120e-18
89.87220 1.97861e-17
89.87230 2.31369e-17
89.87240 2.84971e-17
89.87250 3.81590e-17
89.87260 4.27519e-17
89.87270 6.16585e-17
89.87280 7.28618e-17
89.87290 7.21445e-17
89.87300 5.75334e-17
89.87310 3.76193e-17
89.87320 1.50089e-17
89.87330 -5.22902e-18
89.87340 9.28880e-18
89.87350 2.44338e-17
89.87360 1.10838e-17
89.87370 -1.22182e-18
89.87380 -7.88370e-19
89.87390 3.79821e-18
89.87400 1.52703e-17
89.87410 2.02728e-17
89.87420 8.14154e-18
89.87430 1.39611e-18
89.87440 -2.21818e-17
89.87450 -3.80774e-17
89.87460 -1.70683e-17
89.87470 -1.35921e-17
89.87480 -1.08604e-17
89.87490 -2.00255e-17
89.87500 -2.92494e-17
89.87510 3.85049e-18
89.87520 1.29383e-17
89.87530 -9.10886e-18
89.87540 -3.68376e-17
89.87550 -3.29500e-17
89.87560 -2.25969e-18
89.87570 -7.82028e-18
89.87580 9.33575e-18
89.87590 2.83836e-17
89.87600 5.57299e-18
89.87610 -4.69522e-18
89.87620 -1.27184e-17
89.87630 -7.50688e-18
89.87640 9.60551e-18
89.87650 1.72467e-17
89.87660 3.75928e-17
89.87670 5.54737e-17
89.87680 6.37872e-17
89.87690 5.37791e-17
89.87700 8.31853e-18
89.87710 -2.18049e-17
89.87720 -1.18515e-18
89.87730 2.76118e-17
89.87740 3.88595e-17
89.87750 3.31462e-17
89.87760 2.09840e-17
89.87770 4.59961e-17
89.87780 6.76785e-17
89.87790 5.48267e-17
89.87800 8.34164e-17
89.87810 1.53094e-16
89.87820 1.89479e-16
89.87830 1.75720e-16
89.87840 1.53884e-16
89.87850 1.38366e-16
89.87860 1.24990e-16
89.87870 1.19008e-16
89.87880 9.71646e-17
89.87890 7.46005e-17
89.87900 7.25560e-17
89.87910 8.50261e-17
89.87920 8.77895e-17
89.87930 6.97135e-17
89.87940 6.81218e-17
89.87950 7.04656e-17
89.87960 8.10850e-17
89.87970 1.00249e-16
89.87980 9.47880e-17
89.87990 8.82320e-17
89.88000 7.19258e-17
89.88010 7.69003e-17
89.88020 9.20550e-17
89.88030 5.74086e-17
89.88040 4.12720e-17
89.88050 3.94617e-17
89.88060 4.00160e-17
89.88070 6.30920e-17
89.88080 7.55485e-17
89.88090 7.59319e-17
89.88100 4.32148e-17
89.88110 1.44906e-18
89.88120 -4.57971e-18
89.88130 2.07365e-17
89.88140 6.44038e-17
89.88150 8.73154e-17
89.88160 8.32523e-17
89.88170 6.49652e-17
89.88180 3.22160e-17
89.88190 9.89672e-18
89.88200 4.14182e-17
89.88210 8.88794e-17
89.88220 7.17527e-17
89.88230 4.50552e-17
89.88240 3.56696e-17
89.88250 3.07073e-17
89.88260 4.89114e-17
89.88270 3.53963e-17
89.88280 6.86986e-18
89.88290 1.79317e-17
89.88300 4.85528e-17
89.88310 4.82821e-17
89.88320 3.61585e-17
89.88330 6.44962e-17
89.88340 7.88888e-17
89.88350 6.30791e-17
89.88360 3.01623e-17
89.88370 1.53746e-17
89.88380 6.53508e-17
89.88390 7.95360e-17
89.88400 4.62634e-17
89.88410 -9.50608e-18
89.88420 -6.51869e-17
89.88430 -2.05436e-17
89.88440 1.08478e-17
89.88450 -2.18449e-17
89.88460 -6.80717e-18
89.88470 2.32540e-17
89.88480 5.64106e-17
89.88490 6.97112e-17
89.88500 2.31061e-17
89.88510 5.52431e-18
89.88520 3.55411e-17
89.88530 4.15159e-17
89.88540 3.57944e-17
89.88550 2.74901e-17
89.88560 2.15397e-17
89.88570 4.48687e-17
89.88580 4.28727e-17
89.88590 2.79052e-17
89.88600 5.03980e-17
89.88610 5.87410e-17
89.88620 4.16749e-17
89.88630 2.22171e-17
89.88640 1.68169e-17
89.88650 2.55429e-17
89.88660 3.58382e-17
89.88670 2.48229e-17
89.88680 -6.07158e-18
89.88690 1.20917e-17
89.88700 2.96343e-17
89.88710 1.43972e-17
89.88720 2.30180e-17
89.88730 2.34747e-17
89.88740 3.76351e-17
89.88750 4.15251e-17
89.88760 2.06009e-17
89.88770 3.47850e-17
89.88780 4.11538e-17
89.88790 4.85632e-17
89.88800 4.21402e-17
89.88810 1.49573e-17
89.88820 3.20293e-17
89.88830 4.85480e-17
89.88840 4.90870e-17
89.88850 3.95158e-17
89.88860 3.05720e-17
89.88870 3.85138e-17
89.88880 7.66803e-18
89.88890 -3.01568e-17
89.88900 -2.85420e-17
89.88910 -6.93030e-18
89.88920 5.28305e-18
89.88930 -2.31902e-17
89.88940 -5.35492e-17
89.88950 -2.61409e-17
89.88960 4.17683e-17
89.88970 6.71402e-17
89.88980 4.22865e-17
89.88990 2.15804e-17
89.89000 1.21969e-17
89.89010 2.18715e-17
89.89020 1.96828e-17
89.89030 -8.28833e-18
89.89040 -7.11280e-18
89.89050 1.79569e-17
89.89060 2.41933e-17
89.89070 1.66728e-17
89.89080 2.91310e-17
89.89090 5.41650e-17
89.89100 5.23133e-17
89.89110 2.76455e-17
89.89120 7.90294e-18
89.89130 4.44554e-18
89.89140 1.41469e-17
89.89150 9.84206e-18
89.89160 -1.11450e-17
89.89170 -5.13530e-18
89.89180 2.06078e-17
89.89190 2.97446e-17
89.89200 1.47373e-17
89.89210 -4.04745e-18
89.89220 1.86686e-17
89.89230 3.32286e-17
89.89240 -2.09201e-19
89.89250 -2.75108e-17
89.89260 -2.80759e-17
89.89270 7.56443e-18
89.89280 2.19951e-17
89.89290 -5.22602e-18
89.89300 -8.91028e-18
89.89310 -4.52174e-19
89.89320 2.04148e-17
89.89330 3.38038e-17
89.89340 2.02037e-17
89.89350 1.18746e-17
89.89360 -1.07220e-17
89.89370 -3.38430e-17
89.89380 -3.45425e-17
89.89390 -1.69429e-17
89.89400 -6.43307e-18
89.89410 -2.87087e-17
89.89420 -4.44859e-17
89.89430 -4.31718e-17
89.89440 -3.01305e-17
89.89450 -1.66237e-17
89.89460 -3.17105e-18
89.89470 1.61033e-17
89.89480 2.54922e-18
89.89490 -2.73692e-18
89.89500 1.66020e-17
89.89510 1.41020e-17
89.89520 -1.60467e-17
89.89530 -3.86520e-17
89.89540 -7.34332e-18
89.89550 8.40000e-19
89.89560 -8.80311e-18
89.89570 2.62073e-17
89.89580 1.70776e-17
89.89590 -1.06640e-17
89.89600 -5.48159e-18
89.89610 1.73772e-18
89.89620 1.23981e-17
89.89630 1.19314e-18
89.89640 -1.06101e-17
89.89650 -3.70938e-18
89.89660 -1.17977e-17
89.89670 -2.42881e-17
89.89680 -1.90696e-17
89.89690 -9.88404e-18
89.89700 -9.19064e-18
89.89710 2.31572e-18
89.89720 6.81716e-18
89.89730 -1.73317e-17
89.89740 -2.99741e-17
89.89750 -2.07783e-17
89.89760 -1.65127e-17
89.89770 -6.87038e-18
89.89780 1.95281e-17
89.89790 2.10227e-17
89.89800 6.45570e-19
89.89810 -2.39558e-17
89.89820 -3.73176e-17
89.89830 -1.97594e-18
89.89840 1.72988e-17
89.89850 1.66897e-17
89.89860 2.87996e-17
89.89870 -6.01702e-18
89.89880 -1.04195e-17
89.89890 2.99892e-17
89.89900 4.21570e-17
89.89910 5.43528e-17
89.89920 3.20809e-17
89.89930 -8.02097e-18
89.89940 -7.93788e-18
89.89950 -1.12999e-18
89.89960 7.06266e-18
89.89970 5.21358e-18
89.89980 -1.09389e-17
89.89990 1.02154e-17
89.90000 5.73279e-17
89.90010 4.78160e-17
89.90020 -1.40645e-17
89.90030 -4.30309e-17
89.90040 -2.33268e-17
89.90050 -1.89299e-18
89.90060 -1.88677e-18
89.90070 -1.88412e-17
89.90080 -3.35531e-17
89.90090 -1.43227e-17
89.90100 1.48978e-17
89.90110 4.84668e-18
89.90120 -1.03402e-17
89.90130 -1.05760e-17
89.90140 -3.12029e-18
89.90150 1.48627e-19
89.90160 -1.54605e-17
89.90170 -2.97485e-18
89.90180 1.53866e-17
89.90190 -1.08148e-17
89.90200 -4.13168e-17
89.90210 -4.58196e-17
89.90220 -3.13476e-18
89.90230 4.44501e-17
89.90240 4.23560e-17
89.90250 2.84658e-17
89.90260 6.73707e-18
89.90270 -5.73661e-18
89.90280 1.69152e-17
89.90290 1.52732e-17
89.90300 -1.55767e-17
89.90310 -1.79564e-17
89.90320 2.52013e-18
89.90330 2.54978e-17
89.90340 3.84440e-17
89.90350 2.62086e-17
89.90360 2.17234e-17
89.90370 3.44060e-17
89.90380 3.56144e-17
89.90390 3.36688e-17
89.90400 1.56912e-17
89.90410 -1.54648e-17
89.90420 -1.72373e-17
89.90430 -7.41643e-18
89.90440 9.11761e-19
89.90450 2.79725e-18
89.90460 -2.55855e-17
89.90470 -3.17728e-17
89.90480 -3.20064e-18
89.90490 3.63784e-18
89.90500 -1.29018e-17
89.90510 -4.22742e-17
89.90520 -5.47943e-17
89.90530 -3.21148e-17
89.90540 -1.36106e-17
89.90550 -1.56639e-17
89.90560 -1.60076e-17
89.90570 2.16771e-17
89.90580 5.59486e-17
89.90590 3.19768e-17
89.90600 8.05052e-19
89.90610 -1.09599e-17
89.90620 1.39035e-17
89.90630 3.93773e-17
89.90640 3.23146e-18
89.90650 -2.12379e-17
89.90660 -8.37841e-18
89.90670 1.35024e-17
89.90680 3.32405e-17
89.90690 1.32287e-17
89.90700 -1.95957e-17
89.90710 -2.92083e-17
89.90720 -2.26285e-17
89.90730 -1.94660e-17
89.90740 -1.21634e-17
89.90750 5.67132e-18
89.90760 1.88286e-17
89.90770 6.05722e-17
89.90780 7.73886e-17
89.90790 4.36338e-17
89.90800 4.40669e-17
89.90810 4.90273e-17
89.90820 3.77385e-17
89.90830 2.32510e-17
89.90840 -1.10916e-17
89.90850 -3.87005e-17
89.90860 -4.58307e-17
89.90870 -3.35991e-17
89.90880 -2.64708e-17
89.90890 -1.90312e-17
89.90900 5.60214e-18
89.90910 2.76792e-17
89.90920 6.25485e-17
89.90930 6.98932e-17
89.90940 4.23881e-17
89.90950 2.90919e-17
89.90960 1.65377e-17
89.90970 3.62429e-17
89.90980 6.06908e-17
89.90990 3.24235e-17
89.91000 7.10227e-18
89.91010 1.79265e-18
89.91020 5.17864e-18
89.91030 1.08094e-17
89.91040 2.49221e-18
89.91050 -1.77497e-18
89.91060 -1.06836e-17
89.91070 -2.38536e-17
89.91080 -8.78208e-18
89.91090 9.78017e-18
89.91100 2.88143e-21
89.91110 -6.82885e-18
89.91120 8.67925e-19
89.91130 1.76632e-18
89.91140 1.73200e-17
89.91150 2.71702e-17
89.91160 -7.17945e-18
89.91170 -1.22984e-17
89.91180 4.32185e-17
89.91190 9.86772e-17
89.91200 1.16175e-16
89.91210 7.09089e-17
89.91220 2.00289e-17
89.91230 2.61220e-17
89.91240 3.96566e-17
89.91250 3.31834e-17
89.91260 1.02620e-17
89.91270 -1.49026e-19
89.91280 2.92580e-17
89.91290 4.41647e-17
89.91300 3.26046e-17
89.91310 9.39324e-18
89.91320 -1.46765e-17
89.91330 -4.09953e-18
89.91340 1.42229e-17
89.91350 1.56669e-17
89.91360 1.66774e-17
89.91370 2.11994e-17
89.91380 2.58332e-17
89.91390 8.49384e-18
89.91400 -2.29446e-17
89.91410 -1.75437e-17
89.91420 2.00650e-17
89.91430 1.54352e-17
89.91440 -1.79248e-17
89.91450 -2.90904e-17
89.91460 -3.80541e-17
89.91470 -2.68962e-17
89.91480 -1.56884e-18
89.91490 3.09501e-18
89.91500 6.96921e-19
89.91510 -8.72564e-18
89.91520 -9.23482e-18
89.91530 2.34795e-18
89.91540 2.97864e-18
89.91550 -1.68386e-17
89.91560 -3.44065e-17
89.91570 -1.63596e-17
89.91580 4.65364e-18
89.91590 1.03674e-17
89.91600 1.86709e-17
89.91610 5.24155e-17
89.91620 8.42161e-17
89.91630 5.13264e-17
89.91640 3.09471e-17
89.91650 2.61458e-17
89.91660 2.72186e-18
89.91670 2.72065e-17
89.91680 1.86767e-17
89.91690 -1.43787e-17
89.91700 7.15645e-18
89.91710 1.52929e-17
89.91720 3.17796e-17
89.91730 5.56513e-17
89.91740 4.00900e-17
89.91750 3.84448e-17
89.91760 5.86053e-17
89.91770 5.94044e-17
89.91780 3.30685e-17
89.91790 1.53745e-17
89.91800 1.71285e-17
89.91810 2.17365e-17
89.91820 2.82405e-17
89.91830 1.94102e-17
89.91840 4.72765e-18
89.91850 2.36504e-17
89.91860 4.53434e-17
89.91870 2.76611e-17
89.91880 1.65237e-18
89.91890 -1.61501e-17
89.91900 -2.65771e-17
89.91910 -2.56319e-17
89.91920 -2.49924e-17
89.91930 -1.74214e-17
89.91940 -2.25947e-17
89.91950 -3.34501e-17
89.91960 -1.99517e-17
89.91970 -4.52916e-19
89.91980 3.80606e-17
89.91990 5.19093e-17
89.92000 1.98647e-17
89.92010 1.41675e-17
89.92020 2.53340e-17
89.92030 4.36534e-17
89.92040 4.15463e-17
89.92050 1.07116e-17
89.92060 2.35118e-18
89.92070 -2.26118e-19
89.92080 6.63759e-18
89.92090 5.69993e-18
89.92100 -1.05678e-17
89.92110 -1.83804e-18
89.92120 8.85504e-18
89.92130 2.45253e-17
89.92140 3.23274e-17
89.92150 1.92857e-17
89.92160 2.42045e-17
89.92170 3.90687e-17
89.92180 5.41827e-17
89.92190 4.93439e-17
89.92200 2.45428e-17
89.92210 1.06066e-17
89.92220 1.00732e-17
89.92230 1.94635e-17
89.92240 1.84377e-17
89.92250 2.21822e-17
89.92260 2.70641e-17
89.92270 1.84880e-17
89.92280 2.31565e-17
89.92290 9.14298e-18
89.92300 -2.58860e-18
89.92310 5.05285e-18
89.92320 -1.69342e-17
89.92330 -3.12126e-17
89.92340 -3.58678e-17
89.92350 -2.97771e-17
89.92360 2.72444e-17
89.92370 5.51073e-17
89.92380 2.29768e-17
89.92390 -1.88055e-18
89.92400 -9.47143e-18
89.92410 6.80511e-18
89.92420 4.31298e-17
89.92430 6.85226e-17
89.92440 6.56794e-17
89.92450 2.87846e-17
89.92460 1.12132e-17
89.92470 2.26440e-17
89.92480 -3.79426e-18
89.92490 -1.45703e-17
89.92500 1.42421e-17
89.92510 3.04767e-18
89.92520 -1.38098e-17
89.92530 -1.26234e-17
89.92540 -8.29331e-18
89.92550 2.53155e-17
89.92560 2.56679e-17
89.92570 -1.02330e-17
89.92580 -1.27688e-18
89.92590 2.11352e-17
89.92600 3.41091e-17
89.92610 4.92412e-17
89.92620 3.51160e-17
89.92630 2.38472e-17
89.92640 5.51358e-17
89.92650 6.64158e-17
89.92660 3.77577e-17
89.92670 2.99047e-17
89.92680 2.45168e-17
89.92690 1.23145e-17
89.92700 2.98143e-17
89.92710 1.80726e-17
89.92720 -1.77214e-17
89.92730 9.33542e-20
89.92740 1.67146e-17
89.92750 4.77337e-18
89.92760 4.64498e-18
89.92770 6.11843e-18
89.92780 2.48695e-17
89.92790 5.23666e-17
89.92800 5.14706e-17
89.92810 4.06055e-17
89.92820 3.24902e-17
89.92830 2.68712e-17
89.92840 2.16245e-17
89.92850 1.34959e-19
89.92860 -1.48235e-17
89.92870 -1.81248e-17
89.92880 -3.48688e-17
89.92890 -3.63582e-17
89.92900 -2.39240e-17
89.92910 -1.27953e-17
89.92920 1.00382e-17
89.92930 1.47542e-17
89.92940 1.35933e-17
89.92950 2.91761e-18
89.92960 -2.40839e-17
89.92970 -1.26906e-17
89.92980 -8.50285e-18
89.92990 -1.41207e-17
89.93000 -5.54557e-18
89.93010 -3.79804e-17
89.93020 -4.93335e-17
89.93030 -1.92106e-17
89.93040 8.35310e-18
89.93050 2.79493e-17
89.93060 1.91431e-18
89.93070 -1.97222e-17
89.93080 -1.96649e-17
89.93090 -1.71844e-17
89.93100 1.51787e-17
89.93110 1.56817e-17
89.93120 -2.49768e-18
89.93130 1.69286e-17
89.93140 2.59755e-17
89.93150 2.06459e-17
89.93160 1.81740e-17
89.93170 2.23452e-18
89.93180 -4.39857e-18
89.93190 1.86007e-17
89.93200 2.84271e-17
89.93210 2.09840e-17
89.93220 5.58778e-17
89.93230 9.38887e-17
89.93240 6.59877e-17
89.93250 2.07037e-17
89.93260 9.57311e-19
89.93270 -4.33123e-18
89.93280 2.17395e-17
89.93290 4.40639e-17
89.93300 1.07412e-17
89.93310 -2.89758e-17
89.93320 -2.76595e-17
89.93330 1.11618e-17
89.93340 3.16369e-17
89.93350 -7.48314e-19
89.93360 -2.38635e-17
89.93370 -2.40572e-17
89.93380 -2.10703e-17
89.93390 -1.90226e-17
89.93400 -2.91816e-17
89.93410 -2.85095e-17
89.93420 -2.16294e-17
89.93430 -8.57343e-18
89.93440 4.21897e-18
89.93450 -2.33594e-17
89.93460 -5.59379e-17
89.93470 -5.10387e-17
89.93480 -2.13990e-17
89.93490 -1.59656e-18
89.93500 1.03045e-17
89.93510 7.19570e-18
89.93520 -3.73958e-17
89.93530 -4.84771e-17
89.93540 -1.31326e-17
89.93550 7.87099e-18
89.93560 2.21394e-17
89.93570 1.23011e-17
89.93580 4.71623e-18
89.93590 2.99219e-17
89.93600 4.19782e-17
89.93610 2.79425e-17
89.93620 -3.53069e-18
89.93630 -2.48899e-17
89.93640 2.59829e-19
89.93650 4.63983e-17
89.93660 3.51221e-17
89.93670 -2.54544e-18
89.93680 1.94948e-17
89.93690 4.22211e-17
89.93700 3.24159e-17
89.93710 2.52261e-17
89.93720 2.70062e-17
89.93730 4.53647e-17
89.93740 5.29787e-17
89.93750 4.82840e-17
89.93760 3.29283e-17
89.93770 8.66243e-18
89.93780 -8.34134e-18
89.93790 -3.09247e-17
89.93800 -2.05651e-17
89.93810 -4.23585e-18
89.93820 -2.11061e-17
89.93830 -2.36226e-17
89.93840 -2.08833e-17
89.93850 -6.38278e-18
89.93860 5.92353e-18
89.93870 -2.37369e-18
89.93880 2.18063e-18
89.93890 9.19195e-18
89.93900 2.47164e-17
89.93910 2.15382e-17
89.93920 6.61183e-20
89.93930 5.94648e-18
89.93940 4.65707e-18
89.93950 1.46961e-17
89.93960 1.96375e-17
89.93970 -1.09073e-18
89.93980 6.38946e-18
89.93990 8.87675e-18
89.94000 4.45870e-18
89.94010 5.35655e-18
89.94020 -6.02028e-18
89.94030 -4.67743e-18
89.94040 -1.57833e-17
89.94050 -2.75972e-17
89.94060 -5.15845e-18
89.94070 2.40899e-17
89.94080 3.42683e-17
89.94090 1.33501e-17
89.94100 -1.33899e-17
89.94110 -1.82001e-17
89.94120 6.68464e-18
89.94130 4.04178e-17
89.94140 3.56637e-17
89.94150 -3.14290e-18
89.94160 -4.24375e-17
89.94170 -4.56409e-17
89.94180 -3.51776e-17
89.94190 -3.79117e-17
89.94200 -9.68012e-18
89.94210 2.81355e-18
89.94220 -1.44341e-17
89.94230 -1.36740e-17
89.94240 -2.83046e-17
89.94250 -7.12337e-18
89.94260 3.98650e-17
89.94270 1.88582e-17
89.94280 -7.92967e-18
89.94290 6.24835e-19
89.94300 2.24929e-17
89.94310 4.59045e-17
89.94320 4.57636e-17
89.94330 5.84528e-17
89.94340 8.14738e-17
89.94350 6.13837e-17
89.94360 2.50019e-17
89.94370 4.11235e-18
89.94380 -1.03859e-18
89.94390 3.01420e-18
89.94400 1.48385e-18
89.94410 -5.09619e-19
89.94420 -2.88956e-18
89.94430 -4.89649e-18
89.94440 8.50607e-18
89.94450 -2.04339e-18
89.94460 -2.65321e-17
89.94470 -1.93050e-17
89.94480 -1.34936e-17
89.94490 -1.05452e-17
89.94500 -2.13011e-17
89.94510 -4.40072e-17
89.94520 -3.03558e-17
89.94530 -1.45489e-17
89.94540 1.05173e-17
89.94550 2.51730e-17
89.94560 -1.30202e-18
89.94570 1.27226e-17
89.94580 7.60269e-18
89.94590 -3.19579e-17
89.94600 -1.63005e-17
89.94610 3.13692e-18
89.94620 -1.20347e-18
89.94630 -1.86218e-17
89.94640 -3.26004e-17
89.94650 -2.58275e-17
89.94660 -1.63271e-17
89.94670 8.03765e-19
89.94680 -2.08917e-19
89.94690 -1.05118e-18
89.94700 9.58444e-18
89.94710 -1.33704e-18
89.94720 1.61010e-18
89.94730 3.63005e-19
89.94740 -3.62803e-18
89.94750 2.35411e-18
89.94760 -2.95359e-17
89.94770 -5.68519e-17
89.94780 -4.69768e-17
89.94790 -2.55098e-17
89.94800 4.61766e-18
89.94810 2.16271e-17
89.94820 1.21846e-17
89.94830 6.24676e-18
89.94840 2.21309e-17
89.94850 1.88241e-17
89.94860 1.02377e-17
89.94870 1.99779e-17
89.94880 1.62323e-17
89.94890 1.82526e-17
89.94900 2.28200e-17
89.94910 1.60085e-17
89.94920 5.66606e-18
89.94930 8.68132e-19
89.94940 3.73352e-17
89.94950 7.38566e-17
89.94960 8.33635e-17
89.94970 8.01328e-17
89.94980 4.75205e-17
89.94990 3.74385e-17
89.95000 4.53667e-17
89.95010 2.22721e-17
89.95020 5.45484e-18
89.95030 1.59038e-17
89.95040 2.52255e-17
89.95050 3.60745e-17
89.95060 4.83830e-17
89.95070 2.39611e-17
89.95080 6.03424e-18
89.95090 2.10169e-17
89.95100 1.20910e-17
89.95110 5.95772e-18
89.95120 2.62527e-18
89.95130 -7.07184e-19
89.95140 -4.03964e-18
89.95150 -7.37209e-18
89.95160 -1.07045e-17
89.95170 -1.40370e-17
89.95180 -1.73695e-17
89.95190 -2.07019e-17
89.95200 -2.40344e-17
89.95210 -2.73668e-17
89.95220 -3.26082e-17
89.95230 -2.49739e-17
89.95240 4.18994e-18
89.95250 3.18049e-18
89.95260 -9.71817e-19
89.95270 1.83135e-17
89.95280 1.61498e-17
89.95290 1.63122e-18
89.95300 2.65150e-19
89.95310 7.51622e-18
89.95320 1.08664e-18
89.95330 -1.39102e-17
89.95340 -1.82876e-17
89.95350 -1.97447e-17
89.95360 -1.13066e-17
89.95370 -7.63603e-18
89.95380 -4.88948e-18
89.95390 1.24250e-17
89.95400 1.37846e-17
89.95410 2.16237e-17
89.95420 2.79093e-17
89.95430 5.44477e-18
89.95440 7.08715e-18
89.95450 1.58213e-17
89.95460 3.29996e-18
89.95470 -5.74940e-18
89.95480 -1.21898e-17
89.95490 -1.53009e-17
89.95500 -1.08561e-17
89.95510 2.24456e-18
89.95520 -1.95277e-18
89.95530 -1.79695e-17
89.95540 -1.98360e-17
89.95550 -2.83951e-17
89.95560 -2.44844e-17
89.95570 -2.30087e-17
89.95580 -3.17759e-17
