# 13C16O photoabsorption. 300K. Generated by Alan Heays 2016-04-21.
# wavelength(nm) cross_section(cm2)
89.83220 9.25972e-18
89.83230 -6.92788e-18
89.83240 -1.13429e-17
89.83250 1.03020e-18
89.83260 9.83081e-18
89.83270 1.02047e-17
89.83280 1.68452e-17
89.83290 2.35156e-17
89.83300 2.11928e-17
89.83310 2.08274e-17
89.83320 2.21318e-17
89.83330 1.48260e-17
89.83340 1.04502e-17
89.83350 1.00291e-17
89.83360 -1.51271e-18
89.83370 -9.45768e-18
89.83380 5.77743e-18
89.83390 1.93772e-17
89.83400 1.21391e-17
89.83410 3.26751e-18
89.83420 3.80037e-18
89.83430 5.18829e-18
89.83440 8.33037e-18
89.83450 1.15828e-17
89.83460 1.00568e-17
89.83470 9.03495e-18
89.83480 1.12819e-17
89.83490 1.41005e-17
89.83500 1.80580e-17
89.83510 1.76762e-17
89.83520 9.52710e-18
89.83530 9.51447e-18
89.83540 1.64739e-17
89.83550 4.86798e-18
89.83560 -1.84977e-17
89.83570 -2.43509e-17
89.83580 -1.77658e-17
89.83590 -1.56615e-17
89.83600 -1.21238e-17
89.83610 -4.93691e-18
89.83620 -1.50846e-18
89.83630 -1.60020e-19
89.83640 -1.87145e-18
89.83650 -9.11182e-18
89.83660 -1.01133e-17
89.83670 -7.14832e-18
89.83680 -1.87432e-17
89.83690 -3.36148e-17
89.83700 -2.82570e-17
89.83710 -6.80487e-18
89.83720 1.15778e-17
89.83730 1.45352e-17
89.83740 1.78457e-18
89.83750 -6.19692e-18
89.83760 3.19678e-18
89.83770 6.89720e-18
89.83780 -5.40159e-18
89.83790 -5.95695e-18
89.83800 5.58062e-18
89.83810 3.49352e-18
89.83820 -1.20939e-18
89.83830 8.69584e-18
89.83840 1.26043e-17
89.83850 6.57874e-18
89.83860 1.47329e-17
89.83870 2.92062e-17
89.83880 2.71182e-17
89.83890 1.77939e-17
89.83900 1.10397e-17
89.83910 7.00423e-18
89.83920 1.76804e-17
89.83930 3.75531e-17
89.83940 3.51912e-17
89.83950 1.73578e-17
89.83960 2.26989e-17
89.83970 4.28988e-17
89.83980 3.88105e-17
89.83990 1.57660e-17
89.84000 9.58456e-18
89.84010 2.02798e-17
89.84020 2.01879e-17
89.84030 5.95256e-18
89.84040 5.55301e-19
89.84050 8.77637e-18
89.84060 1.44237e-17
89.84070 1.41437e-17
89.84080 1.58160e-17
89.84090 1.37419e-17
89.84100 5.88582e-18
89.84110 6.84166e-18
89.84120 1.89636e-17
89.84130 2.51529e-17
89.84140 2.03436e-17
89.84150 1.60559e-17
89.84160 1.87971e-17
89.84170 2.72773e-17
89.84180 3.35140e-17
89.84190 2.46256e-17
89.84200 9.19517e-18
89.84210 8.14883e-18
89.84220 1.85918e-17
89.84230 2.16544e-17
89.84240 2.11644e-17
89.84250 2.90755e-17
89.84260 3.38358e-17
89.84270 2.22333e-17
89.84280 8.09154e-18
89.84290 2.21897e-18
89.84300 -4.23453e-18
89.84310 -1.27076e-17
89.84320 -6.67784e-18
89.84330 1.71408e-17
89.84340 3.27992e-17
89.84350 2.64867e-17
89.84360 1.58606e-17
89.84370 9.64091e-18
89.84380 2.17446e-19
89.84390 -7.17797e-18
89.84400 -4.16926e-18
89.84410 -1.43391e-18
89.84420 -5.48077e-18
89.84430 -3.69952e-18
89.84440 7.18381e-18
89.84450 1.53126e-17
89.84460 1.57817e-17
89.84470 1.30739e-17
89.84480 6.24537e-18
89.84490 -1.99509e-18
89.84500 -1.28605e-18
89.84510 6.98519e-18
89.84520 1.17719e-17
89.84530 1.22209e-17
89.84540 1.13550e-17
89.84550 2.81006e-18
89.84560 -1.05174e-17
89.84570 -9.88075e-18
89.84580 5.39765e-18
89.84590 1.24752e-17
89.84600 1.01487e-17
89.84610 1.52494e-17
89.84620 1.80798e-17
89.84630 6.07854e-18
89.84640 1.27879e-19
89.84650 7.80005e-18
89.84660 6.21973e-18
89.84670 -1.11964e-18
89.84680 9.42397e-18
89.84690 2.40377e-17
89.84700 1.76899e-17
89.84710 3.85899e-18
89.84720 2.35216e-18
89.84730 1.18756e-17
89.84740 2.41224e-17
89.84750 2.63097e-17
89.84760 1.20007e-17
89.84770 4.20577e-18
89.84780 1.82967e-17
89.84790 3.36543e-17
89.84800 3.34560e-17
89.84810 2.82539e-17
89.84820 2.01756e-17
89.84830 4.36989e-18
89.84840 -3.78327e-18
89.84850 7.88390e-18
89.84860 2.64929e-17
89.84870 3.24927e-17
89.84880 2.53231e-17
89.84890 2.09309e-17
89.84900 2.65215e-17
89.84910 2.79997e-17
89.84920 1.70731e-17
89.84930 1.07604e-17
89.84940 1.74268e-17
89.84950 2.39373e-17
89.84960 2.83375e-17
89.84970 3.44728e-17
89.84980 3.06070e-17
89.84990 1.57982e-17
89.85000 1.08757e-17
89.85010 1.80346e-17
89.85020 2.19431e-17
89.85030 2.43463e-17
89.85040 3.00492e-17
89.85050 3.24454e-17
89.85060 3.27610e-17
89.85070 3.96361e-17
89.85080 4.42569e-17
89.85090 4.00030e-17
89.85100 3.83348e-17
89.85110 4.20582e-17
89.85120 3.64469e-17
89.85130 2.53409e-17
89.85140 2.72131e-17
89.85150 3.45644e-17
89.85160 2.56902e-17
89.85170 1.43622e-17
89.85180 2.04295e-17
89.85190 2.30248e-17
89.85200 6.34303e-18
89.85210 3.13994e-19
89.85220 1.68112e-17
89.85230 2.62526e-17
89.85240 2.57118e-17
89.85250 3.91621e-17
89.85260 5.12802e-17
89.85270 3.57444e-17
89.85280 1.20992e-17
89.85290 1.49019e-18
89.85300 -1.31596e-18
89.85310 8.06212e-19
89.85320 1.12191e-17
89.85330 2.39854e-17
89.85340 3.05659e-17
89.85350 2.61568e-17
89.85360 1.66649e-17
89.85370 1.97586e-17
89.85380 3.37158e-17
89.85390 3.47128e-17
89.85400 2.58351e-17
89.85410 3.24815e-17
89.85420 4.70582e-17
89.85430 4.97557e-17
89.85440 4.71791e-17
89.85450 4.98414e-17
89.85460 5.34642e-17
89.85470 5.85254e-17
89.85480 6.16914e-17
89.85490 5.16531e-17
89.85500 3.09640e-17
89.85510 2.03788e-17
89.85520 3.12273e-17
89.85530 4.87112e-17
89.85540 4.33706e-17
89.85550 2.27216e-17
89.85560 2.83367e-17
89.85570 5.08335e-17
89.85580 4.43143e-17
89.85590 2.56331e-17
89.85600 3.44415e-17
89.85610 4.28043e-17
89.85620 2.88482e-17
89.85630 3.23252e-17
89.85640 5.47219e-17
89.85650 5.56606e-17
89.85660 4.51502e-17
89.85670 4.72853e-17
89.85680 4.24971e-17
89.85690 2.55636e-17
89.85700 1.83365e-17
89.85710 1.78259e-17
89.85720 1.56486e-17
89.85730 1.78757e-17
89.85740 1.99802e-17
89.85750 2.18053e-17
89.85760 3.32499e-17
89.85770 3.76176e-17
89.85780 2.36611e-17
89.85790 2.23509e-17
89.85800 4.19094e-17
89.85810 5.11869e-17
89.85820 4.71972e-17
89.85830 4.55851e-17
89.85840 3.53059e-17
89.85850 1.94909e-17
89.85860 1.88457e-17
89.85870 2.45474e-17
89.85880 2.15474e-17
89.85890 2.19355e-17
89.85900 2.69604e-17
89.85910 2.63043e-17
89.85920 3.00532e-17
89.85930 3.76373e-17
89.85940 2.78458e-17
89.85950 1.17796e-17
89.85960 1.57578e-17
89.85970 3.14619e-17
89.85980 3.90978e-17
89.85990 4.34187e-17
89.86000 4.97681e-17
89.86010 4.85579e-17
89.86020 3.87572e-17
89.86030 2.74064e-17
89.86040 1.89970e-17
89.86050 1.51321e-17
89.86060 1.37471e-17
89.86070 1.32583e-17
89.86080 1.85004e-17
89.86090 2.99668e-17
89.86100 3.48416e-17
89.86110 2.79128e-17
89.86120 2.46072e-17
89.86130 2.90285e-17
89.86140 2.68946e-17
89.86150 1.85099e-17
89.86160 2.25065e-17
89.86170 3.61555e-17
89.86180 4.25725e-17
89.86190 4.74008e-17
89.86200 6.11749e-17
89.86210 6.28650e-17
89.86220 4.01951e-17
89.86230 2.29280e-17
89.86240 2.52358e-17
89.86250 2.40971e-17
89.86260 9.29951e-18
89.86270 2.75112e-18
89.86280 1.24657e-17
89.86290 2.41048e-17
89.86300 2.41185e-17
89.86310 1.84496e-17
89.86320 1.73918e-17
89.86330 1.90554e-17
89.86340 2.14464e-17
89.86350 2.89363e-17
89.86360 3.34073e-17
89.86370 1.84391e-17
89.86380 -5.25022e-19
89.86390 5.96887e-18
89.86400 3.22857e-17
89.86410 5.11141e-17
89.86420 5.67494e-17
89.86430 5.28970e-17
89.86440 3.33723e-17
89.86450 1.00855e-17
89.86460 4.60177e-18
89.86470 1.60124e-17
89.86480 2.60801e-17
89.86490 2.85212e-17
89.86500 2.84554e-17
89.86510 2.73870e-17
89.86520 2.57552e-17
89.86530 2.91841e-17
89.86540 3.73386e-17
89.86550 4.13248e-17
89.86560 3.69879e-17
89.86570 3.52914e-17
89.86580 3.77226e-17
89.86590 3.62888e-17
89.86600 3.70495e-17
89.86610 4.55744e-17
89.86620 5.09520e-17
89.86630 4.59733e-17
89.86640 3.76328e-17
89.86650 3.02611e-17
89.86660 2.88952e-17
89.86670 3.45411e-17
89.86680 2.76788e-17
89.86690 8.92208e-18
89.86700 1.24409e-17
89.86710 3.08018e-17
89.86720 2.10238e-17
89.86730 2.49403e-18
89.86740 1.57930e-17
89.86750 3.14681e-17
89.86760 1.52838e-17
89.86770 4.59235e-18
89.86780 2.27250e-17
89.86790 3.42355e-17
89.86800 2.23315e-17
89.86810 7.89964e-18
89.86820 1.69001e-18
89.86830 4.88466e-18
89.86840 1.03194e-17
89.86850 7.40243e-18
89.86860 3.74482e-18
89.86870 1.03962e-17
89.86880 1.43610e-17
89.86890 1.13964e-17
89.86900 1.73061e-17
89.86910 2.47677e-17
89.86920 2.12957e-17
89.86930 2.41962e-17
89.86940 3.74020e-17
89.86950 3.40189e-17
89.86960 1.71619e-17
89.86970 1.48015e-17
89.86980 2.53648e-17
89.86990 2.51017e-17
89.87000 1.69660e-17
89.87010 1.77268e-17
89.87020 2.55607e-17
89.87030 3.14441e-17
89.87040 3.68845e-17
89.87050 4.14709e-17
89.87060 3.14597e-17
89.87070 1.03259e-17
89.87080 -5.66509e-19
89.87090 2.73407e-18
89.87100 6.65662e-18
89.87110 1.04483e-17
89.87120 1.22783e-17
89.87130 3.31932e-18
89.87140 -2.67248e-18
89.87150 9.91875e-18
89.87160 1.89571e-17
89.87170 9.50373e-18
89.87180 5.95833e-18
89.87190 1.54519e-17
89.87200 2.31782e-17
89.87210 3.05269e-17
89.87220 3.72560e-17
89.87230 3.38465e-17
89.87240 3.19130e-17
89.87250 3.23080e-17
89.87260 1.45154e-17
89.87270 -1.87960e-19
89.87280 1.82451e-17
89.87290 3.64390e-17
89.87300 2.53328e-17
89.87310 1.86737e-17
89.87320 2.96352e-17
89.87330 3.24421e-17
89.87340 3.19696e-17
89.87350 3.55935e-17
89.87360 2.71952e-17
89.87370 2.02015e-17
89.87380 3.28582e-17
89.87390 4.15055e-17
89.87400 3.22417e-17
89.87410 2.88140e-17
89.87420 3.17622e-17
89.87430 2.82234e-17
89.87440 2.46724e-17
89.87450 1.86469e-17
89.87460 1.08987e-17
89.87470 2.13785e-17
89.87480 3.84943e-17
89.87490 3.09317e-17
89.87500 1.46708e-17
89.87510 1.59708e-17
89.87520 1.86519e-17
89.87530 1.42311e-17
89.87540 1.55865e-17
89.87550 1.64346e-17
89.87560 1.24525e-17
89.87570 1.66547e-17
89.87580 2.12446e-17
89.87590 1.59080e-17
89.87600 1.70732e-17
89.87610 2.41168e-17
89.87620 1.90077e-17
89.87630 9.41382e-18
89.87640 7.89298e-18
89.87650 4.50229e-18
89.87660 1.58138e-18
89.87670 6.46134e-18
89.87680 7.61428e-18
89.87690 7.90368e-18
89.87700 2.03551e-17
89.87710 2.82917e-17
89.87720 1.91040e-17
89.87730 1.48360e-17
89.87740 2.14301e-17
89.87750 1.90957e-17
89.87760 1.08658e-17
89.87770 1.41158e-17
89.87780 2.37738e-17
89.87790 2.55049e-17
89.87800 1.77409e-17
89.87810 1.20402e-17
89.87820 1.84130e-17
89.87830 2.74413e-17
89.87840 2.53227e-17
89.87850 1.88842e-17
89.87860 1.49653e-17
89.87870 1.08318e-17
89.87880 1.46068e-17
89.87890 2.68771e-17
89.87900 2.66575e-17
89.87910 2.23398e-17
89.87920 3.64974e-17
89.87930 4.82140e-17
89.87940 3.71173e-17
89.87950 3.60486e-17
89.87960 5.20421e-17
89.87970 4.82609e-17
89.87980 3.22347e-17
89.87990 3.14585e-17
89.88000 2.66991e-17
89.88010 1.08793e-17
89.88020 7.29577e-18
89.88030 7.15523e-18
89.88040 -1.56869e-18
89.88050 4.86153e-18
89.88060 2.04574e-17
89.88070 1.08673e-17
89.88080 -1.63895e-18
89.88090 1.06036e-17
89.88100 1.85803e-17
89.88110 9.21076e-18
89.88120 1.20424e-17
89.88130 1.82489e-17
89.88140 3.61825e-18
89.88150 -3.92769e-18
89.88160 1.05469e-17
89.88170 1.49435e-17
89.88180 4.69798e-18
89.88190 5.46234e-18
89.88200 9.94441e-18
89.88210 5.08672e-18
89.88220 7.79450e-18
89.88230 1.98057e-17
89.88240 1.84562e-17
89.88250 6.18029e-18
89.88260 3.24092e-18
89.88270 7.76570e-18
89.88280 1.20236e-17
89.88290 1.98340e-17
89.88300 2.69624e-17
89.88310 2.19727e-17
89.88320 1.06988e-17
89.88330 6.50864e-18
89.88340 9.08990e-18
89.88350 1.04195e-17
89.88360 1.03835e-17
89.88370 1.40528e-17
89.88380 1.83439e-17
89.88390 2.04946e-17
89.88400 2.26764e-17
89.88410 2.58436e-17
89.88420 2.55550e-17
89.88430 1.90572e-17
89.88440 9.20002e-18
89.88450 8.18240e-19
89.88460 -9.37220e-20
89.88470 7.48395e-18
89.88480 1.77975e-17
89.88490 2.35117e-17
89.88500 1.92488e-17
89.88510 8.44523e-18
89.88520 6.10136e-18
89.88530 1.38177e-17
89.88540 1.30291e-17
89.88550 3.61595e-18
89.88560 7.48045e-18
89.88570 2.07699e-17
89.88580 2.08872e-17
89.88590 1.44428e-17
89.88600 1.42851e-17
89.88610 9.30167e-18
89.88620 2.20221e-19
89.88630 8.21634e-18
89.88640 2.31234e-17
89.88650 1.96183e-17
89.88660 1.28962e-17
89.88670 2.03641e-17
89.88680 2.19135e-17
89.88690 1.08558e-17
89.88700 1.07166e-17
89.88710 2.26353e-17
89.88720 2.52942e-17
89.88730 2.05206e-17
89.88740 2.31089e-17
89.88750 3.14544e-17
89.88760 3.78809e-17
89.88770 3.87504e-17
89.88780 3.29834e-17
89.88790 2.92722e-17
89.88800 3.17334e-17
89.88810 2.35355e-17
89.88820 3.03819e-18
89.88830 9.43766e-19
89.88840 2.23911e-17
89.88850 3.03431e-17
89.88860 1.39541e-17
89.88870 6.18259e-18
89.88880 1.99808e-17
89.88890 3.12687e-17
89.88900 2.46639e-17
89.88910 8.55534e-18
89.88920 -4.26392e-18
89.88930 -2.16707e-18
89.88940 1.19249e-17
89.88950 1.67678e-17
89.88960 4.21598e-18
89.88970 -1.44159e-18
89.88980 1.10262e-17
89.88990 2.11673e-17
89.89000 1.33766e-17
89.89010 8.84142e-19
89.89020 -1.40286e-19
89.89030 1.06995e-17
89.89040 2.15468e-17
89.89050 2.07778e-17
89.89060 1.11578e-17
89.89070 5.88076e-18
89.89080 8.67135e-18
89.89090 1.30037e-17
89.89100 1.63557e-17
89.89110 2.10457e-17
89.89120 2.40008e-17
89.89130 1.91637e-17
89.89140 1.08891e-17
89.89150 1.27906e-17
89.89160 2.56743e-17
89.89170 2.75677e-17
89.89180 7.56635e-18
89.89190 -1.15549e-17
89.89200 -6.57943e-18
89.89210 1.47068e-17
89.89220 2.77174e-17
89.89230 2.16689e-17
89.89240 1.10966e-17
89.89250 1.27515e-17
89.89260 1.96858e-17
89.89270 1.06647e-17
89.89280 -5.79015e-18
89.89290 -1.73652e-18
89.89300 1.53680e-17
89.89310 1.37245e-17
89.89320 2.28789e-18
89.89330 1.18651e-17
89.89340 3.41796e-17
89.89350 3.66930e-17
89.89360 2.41725e-17
89.89370 1.99747e-17
89.89380 2.45167e-17
89.89390 2.61488e-17
89.89400 2.58258e-17
89.89410 2.42146e-17
89.89420 1.63005e-17
89.89430 1.05190e-17
89.89440 2.05098e-17
89.89450 3.43788e-17
89.89460 2.90205e-17
89.89470 1.40759e-17
89.89480 9.61157e-18
89.89490 1.07697e-17
89.89500 1.28382e-17
89.89510 2.14095e-17
89.89520 2.59642e-17
89.89530 1.76509e-17
89.89540 1.61424e-17
89.89550 2.65059e-17
89.89560 2.38798e-17
89.89570 9.36012e-18
89.89580 7.64414e-18
89.89590 1.37063e-17
89.89600 1.29409e-17
89.89610 1.53837e-17
89.89620 2.39333e-17
89.89630 2.45540e-17
89.89640 1.89021e-17
89.89650 1.59905e-17
89.89660 1.68347e-17
89.89670 2.37396e-17
89.89680 2.98315e-17
89.89690 2.43955e-17
89.89700 2.19533e-17
89.89710 3.60731e-17
89.89720 4.19686e-17
89.89730 2.85719e-17
89.89740 3.15378e-17
89.89750 5.42753e-17
89.89760 5.62274e-17
89.89770 3.73585e-17
89.89780 2.88776e-17
89.89790 2.85571e-17
89.89800 2.30621e-17
89.89810 2.11752e-17
89.89820 2.04988e-17
89.89830 1.18527e-17
89.89840 1.19683e-17
89.89850 2.80482e-17
89.89860 3.05964e-17
89.89870 1.27166e-17
89.89880 7.03712e-18
89.89890 1.91510e-17
89.89900 2.27354e-17
89.89910 1.89957e-17
89.89920 3.10725e-17
89.89930 4.60643e-17
89.89940 3.68006e-17
89.89950 2.30806e-17
89.89960 3.46610e-17
89.89970 5.49845e-17
89.89980 5.07562e-17
89.89990 2.91845e-17
89.90000 1.58056e-17
89.90010 1.62690e-17
89.90020 2.33405e-17
89.90030 3.04799e-17
89.90040 2.87219e-17
89.90050 1.61049e-17
89.90060 3.62263e-18
89.90070 2.44153e-18
89.90080 8.19043e-18
89.90090 1.18315e-17
89.90100 1.43605e-17
89.90110 2.15224e-17
89.90120 2.75897e-17
89.90130 2.27374e-17
89.90140 1.31143e-17
89.90150 1.26225e-17
89.90160 1.92877e-17
89.90170 2.18357e-17
89.90180 2.48818e-17
89.90190 3.41723e-17
89.90200 3.62379e-17
89.90210 2.32943e-17
89.90220 1.41131e-17
89.90230 2.06947e-17
89.90240 2.77110e-17
89.90250 2.29409e-17
89.90260 1.81703e-17
89.90270 2.22821e-17
89.90280 2.37152e-17
89.90290 1.49011e-17
89.90300 6.01768e-18
89.90310 9.02045e-18
89.90320 1.96675e-17
89.90330 2.18668e-17
89.90340 1.16615e-17
89.90350 5.46416e-18
89.90360 1.08690e-17
89.90370 1.30994e-17
89.90380 8.91539e-18
89.90390 1.25908e-17
89.90400 1.78663e-17
89.90410 1.25226e-17
89.90420 7.53654e-18
89.90430 1.17135e-17
89.90440 1.20708e-17
89.90450 9.37025e-18
89.90460 1.23058e-17
89.90470 1.13322e-17
89.90480 5.53419e-18
89.90490 1.42063e-17
89.90500 3.08294e-17
89.90510 3.35304e-17
89.90520 2.65514e-17
89.90530 2.16515e-17
89.90540 1.70244e-17
89.90550 1.75004e-17
89.90560 2.24830e-17
89.90570 1.75340e-17
89.90580 1.07287e-17
89.90590 1.87744e-17
89.90600 2.65533e-17
89.90610 2.22670e-17
89.90620 2.61092e-17
89.90630 3.96575e-17
89.90640 4.17136e-17
89.90650 3.46406e-17
89.90660 3.27112e-17
89.90670 3.38104e-17
89.90680 3.41005e-17
89.90690 3.49466e-17
89.90700 3.42385e-17
89.90710 3.26104e-17
89.90720 3.13542e-17
89.90730 3.08259e-17
89.90740 3.45825e-17
89.90750 3.46283e-17
89.90760 1.90389e-17
89.90770 8.88398e-18
89.90780 2.46588e-17
89.90790 4.02329e-17
89.90800 3.48144e-17
89.90810 3.37221e-17
89.90820 4.19853e-17
89.90830 3.73659e-17
89.90840 3.15228e-17
89.90850 4.11114e-17
89.90860 4.75027e-17
89.90870 4.29925e-17
89.90880 4.49594e-17
89.90890 4.62936e-17
89.90900 3.49902e-17
89.90910 2.91424e-17
89.90920 4.32037e-17
89.90930 6.04600e-17
89.90940 5.70236e-17
89.90950 3.83137e-17
89.90960 3.33817e-17
89.90970 4.45876e-17
89.90980 4.05390e-17
89.90990 2.23673e-17
89.91000 2.73439e-17
89.91010 4.88564e-17
89.91020 4.51515e-17
89.91030 2.59641e-17
89.91040 2.23713e-17
89.91050 3.16708e-17
89.91060 4.24078e-17
89.91070 5.14943e-17
89.91080 4.93791e-17
89.91090 4.42499e-17
89.91100 4.95179e-17
89.91110 5.07439e-17
89.91120 3.96860e-17
89.91130 3.87255e-17
89.91140 4.63669e-17
89.91150 4.08383e-17
89.91160 3.11958e-17
89.91170 3.28916e-17
89.91180 3.79990e-17
89.91190 3.81782e-17
89.91200 3.67260e-17
89.91210 3.89999e-17
89.91220 4.80309e-17
89.91230 4.79397e-17
89.91240 3.28044e-17
89.91250 3.27187e-17
89.91260 4.95802e-17
89.91270 3.81877e-17
89.91280 9.69405e-18
89.91290 1.06874e-17
89.91300 1.94286e-17
89.91310 7.53590e-18
89.91320 1.47285e-17
89.91330 4.41526e-17
89.91340 4.06868e-17
89.91350 2.53547e-17
89.91360 4.71147e-17
89.91370 6.39539e-17
89.91380 3.99299e-17
89.91390 2.78598e-17
89.91400 4.50850e-17
89.91410 4.69433e-17
89.91420 2.83660e-17
89.91430 2.32395e-17
89.91440 3.28627e-17
89.91450 3.85824e-17
89.91460 3.44080e-17
89.91470 2.75420e-17
89.91480 2.90684e-17
89.91490 4.10068e-17
89.91500 4.99390e-17
89.91510 4.76443e-17
89.91520 4.40453e-17
89.91530 4.81022e-17
89.91540 5.92674e-17
89.91550 6.59936e-17
89.91560 6.02087e-17
89.91570 5.41370e-17
89.91580 5.58135e-17
89.91590 5.38447e-17
89.91600 4.73262e-17
89.91610 4.68336e-17
89.91620 4.33622e-17
89.91630 3.08096e-17
89.91640 3.08110e-17
89.91650 4.84830e-17
89.91660 5.82180e-17
89.91670 5.00115e-17
89.91680 4.06918e-17
89.91690 4.12311e-17
89.91700 5.04790e-17
89.91710 5.56409e-17
89.91720 4.53439e-17
89.91730 3.67885e-17
89.91740 4.78870e-17
89.91750 5.73563e-17
89.91760 4.73647e-17
89.91770 4.00863e-17
89.91780 4.62916e-17
89.91790 4.43226e-17
89.91800 3.34069e-17
89.91810 3.21814e-17
89.91820 3.70557e-17
89.91830 3.67299e-17
89.91840 4.00562e-17
89.91850 5.20904e-17
89.91860 6.19829e-17
89.91870 6.36812e-17
89.91880 5.75001e-17
89.91890 4.48754e-17
89.91900 3.81059e-17
89.91910 4.63833e-17
89.91920 5.45053e-17
89.91930 4.63470e-17
89.91940 3.46344e-17
89.91950 3.59025e-17
89.91960 4.74276e-17
89.91970 6.06561e-17
89.91980 7.35454e-17
89.91990 7.85100e-17
89.92000 6.75555e-17
89.92010 5.19837e-17
89.92020 5.06325e-17
89.92030 5.97657e-17
89.92040 5.41694e-17
89.92050 2.92233e-17
89.92060 1.22922e-17
89.92070 1.89949e-17
89.92080 3.17159e-17
89.92090 3.62759e-17
89.92100 4.40278e-17
89.92110 6.17161e-17
89.92120 7.56017e-17
89.92130 8.04165e-17
89.92140 8.13756e-17
89.92150 7.60447e-17
89.92160 6.40107e-17
89.92170 6.04742e-17
89.92180 7.09896e-17
89.92190 8.09258e-17
89.92200 7.82162e-17
89.92210 7.16769e-17
89.92220 7.24163e-17
89.92230 6.99790e-17
89.92240 5.22872e-17
89.92250 3.82627e-17
89.92260 4.66519e-17
89.92270 5.63244e-17
89.92280 4.82063e-17
89.92290 5.18267e-17
89.92300 7.82356e-17
89.92310 8.53718e-17
89.92320 6.51380e-17
89.92330 5.80228e-17
89.92340 6.58762e-17
89.92350 6.29624e-17
89.92360 5.90160e-17
89.92370 6.57893e-17
89.92380 6.26616e-17
89.92390 4.50748e-17
89.92400 3.60645e-17
89.92410 4.29511e-17
89.92420 5.46706e-17
89.92430 6.30770e-17
89.92440 6.67667e-17
89.92450 6.82674e-17
89.92460 7.02843e-17
89.92470 6.53042e-17
89.92480 5.33385e-17
89.92490 4.79081e-17
89.92500 5.13260e-17
89.92510 5.04070e-17
89.92520 4.05100e-17
89.92530 3.22083e-17
89.92540 3.52221e-17
89.92550 4.86028e-17
89.92560 5.77023e-17
89.92570 5.42320e-17
89.92580 5.33731e-17
89.92590 6.48870e-17
89.92600 6.85192e-17
89.92610 5.51592e-17
89.92620 5.38200e-17
89.92630 7.55627e-17
89.92640 8.58524e-17
89.92650 6.57318e-17
89.92660 4.72227e-17
89.92670 4.82454e-17
89.92680 4.95274e-17
89.92690 4.72468e-17
89.92700 5.51329e-17
89.92710 6.31805e-17
89.92720 5.47966e-17
89.92730 4.61103e-17
89.92740 4.94081e-17
89.92750 5.51811e-17
89.92760 5.85221e-17
89.92770 6.44718e-17
89.92780 6.87174e-17
89.92790 7.08609e-17
89.92800 7.20908e-17
89.92810 6.65905e-17
89.92820 5.95718e-17
89.92830 6.19281e-17
89.92840 6.30303e-17
89.92850 5.92930e-17
89.92860 6.42882e-17
89.92870 6.95489e-17
89.92880 6.20331e-17
89.92890 6.09042e-17
89.92900 7.19660e-17
89.92910 7.54912e-17
89.92920 7.23937e-17
89.92930 6.78929e-17
89.92940 5.42501e-17
89.92950 5.29679e-17
89.92960 7.36636e-17
89.92970 7.37743e-17
89.92980 5.25848e-17
89.92990 6.06498e-17
89.93000 7.66327e-17
89.93010 5.58496e-17
89.93020 4.49937e-17
89.93030 7.10928e-17
89.93040 7.84708e-17
89.93050 6.26706e-17
89.93060 6.84381e-17
89.93070 7.58163e-17
89.93080 6.87219e-17
89.93090 7.99262e-17
89.93100 9.47436e-17
89.93110 7.61399e-17
89.93120 5.63588e-17
89.93130 6.21546e-17
89.93140 7.11022e-17
89.93150 7.66202e-17
89.93160 8.09185e-17
89.93170 7.16211e-17
89.93180 6.13798e-17
89.93190 6.00062e-17
89.93200 5.06537e-17
89.93210 4.61933e-17
89.93220 6.41070e-17
89.93230 7.13967e-17
89.93240 5.95589e-17
89.93250 6.80685e-17
89.93260 8.56077e-17
89.93270 7.58688e-17
89.93280 6.38433e-17
89.93290 6.66538e-17
89.93300 6.39897e-17
89.93310 6.32526e-17
89.93320 7.05288e-17
89.93330 5.69459e-17
89.93340 3.79245e-17
89.93350 5.04583e-17
89.93360 7.21856e-17
89.93370 6.97938e-17
89.93380 6.43563e-17
89.93390 6.63959e-17
89.93400 6.14600e-17
89.93410 6.18035e-17
89.93420 7.44581e-17
89.93430 8.32091e-17
89.93440 8.30933e-17
89.93450 7.79089e-17
89.93460 6.50165e-17
89.93470 5.42051e-17
89.93480 5.59040e-17
89.93490 6.51910e-17
89.93500 7.71211e-17
89.93510 8.68094e-17
89.93520 8.00675e-17
89.93530 6.22720e-17
89.93540 5.49610e-17
89.93550 6.08745e-17
89.93560 7.02916e-17
89.93570 7.45309e-17
89.93580 6.86198e-17
89.93590 6.22779e-17
89.93600 6.90956e-17
89.93610 7.99429e-17
89.93620 8.58451e-17
89.93630 8.95855e-17
89.93640 7.94008e-17
89.93650 5.20288e-17
89.93660 4.05111e-17
89.93670 5.45188e-17
89.93680 6.48797e-17
89.93690 6.59046e-17
89.93700 7.40285e-17
89.93710 8.40789e-17
89.93720 8.36191e-17
89.93730 7.33987e-17
89.93740 5.97500e-17
89.93750 5.85740e-17
89.93760 7.21254e-17
89.93770 7.31063e-17
89.93780 6.02523e-17
89.93790 6.28316e-17
89.93800 6.98662e-17
89.93810 5.95311e-17
89.93820 5.65605e-17
89.93830 6.87567e-17
89.93840 6.70963e-17
89.93850 6.15002e-17
89.93860 7.71243e-17
89.93870 8.81174e-17
89.93880 7.73195e-17
89.93890 7.16575e-17
