 14
  500.0  6.22E-24
 1200.0  6.22E-24
 1215.7  5.62E-24
 1250.0  4.53E-24
 1300.0  3.43E-24
 1400.0  2.08E-24
 1500.0  1.43E-24
 1600.0  1.00E-24
 1700.0  7.36E-25
 1800.0  5.52E-25
 1900.0  4.25E-25
 2000.0  3.34E-25
 2500.0  1.21E-25
 3000.0  5.52E-26
