  200    1   1  16 20
MEAN ENERGY IN BINS
  0.10000E+00  0.30000E+00  0.50000E+00  0.71000E+00  0.93000E+00  0.11500E+01  0.13800E+01  0.16100E+01  0.18400E+01  0.20900E+01
  0.23400E+01  0.25900E+01  0.28500E+01  0.31200E+01  0.33900E+01  0.36700E+01  0.39600E+01  0.42600E+01  0.45600E+01  0.48700E+01
  0.51800E+01  0.55100E+01  0.58400E+01  0.61800E+01  0.65300E+01  0.68900E+01  0.72500E+01  0.76300E+01  0.80100E+01  0.84100E+01
  0.88100E+01  0.92200E+01  0.96500E+01  0.10080E+02  0.10530E+02  0.10980E+02  0.11450E+02  0.11930E+02  0.12420E+02  0.12920E+02
  0.13430E+02  0.13960E+02  0.14500E+02  0.15050E+02  0.15620E+02  0.16200E+02  0.16790E+02  0.17400E+02  0.18020E+02  0.18660E+02
  0.19320E+02  0.19990E+02  0.20670E+02  0.21380E+02  0.22100E+02  0.22840E+02  0.23600E+02  0.24370E+02  0.25170E+02  0.25980E+02
  0.26810E+02  0.27670E+02  0.28540E+02  0.29440E+02  0.30360E+02  0.31300E+02  0.32260E+02  0.33250E+02  0.34260E+02  0.35300E+02
  0.36360E+02  0.37450E+02  0.38570E+02  0.39710E+02  0.40880E+02  0.42080E+02  0.43310E+02  0.44560E+02  0.45850E+02  0.47170E+02
  0.48530E+02  0.49910E+02  0.51330E+02  0.52790E+02  0.54280E+02  0.55810E+02  0.57370E+02  0.58970E+02  0.60620E+02  0.62300E+02
  0.64020E+02  0.65790E+02  0.67600E+02  0.69450E+02  0.71350E+02  0.73290E+02  0.75290E+02  0.77330E+02  0.79420E+02  0.81560E+02
  0.83760E+02  0.86010E+02  0.88310E+02  0.90670E+02  0.93090E+02  0.95570E+02  0.98110E+02  0.10071E+03  0.10337E+03  0.10610E+03
  0.10890E+03  0.11177E+03  0.11470E+03  0.11771E+03  0.12079E+03  0.12395E+03  0.12718E+03  0.13049E+03  0.13389E+03  0.13736E+03
  0.14093E+03  0.14458E+03  0.14832E+03  0.15215E+03  0.15607E+03  0.16009E+03  0.16421E+03  0.16843E+03  0.17275E+03  0.17718E+03
  0.18172E+03  0.18637E+03  0.19113E+03  0.19601E+03  0.20101E+03  0.20613E+03  0.21138E+03  0.21676E+03  0.22226E+03  0.22790E+03
  0.23368E+03  0.23961E+03  0.24567E+03  0.25189E+03  0.25826E+03  0.26478E+03  0.27146E+03  0.27831E+03  0.28533E+03  0.29251E+03
  0.29988E+03  0.30742E+03  0.31515E+03  0.32307E+03  0.33118E+03  0.33949E+03  0.34800E+03  0.35672E+03  0.36566E+03  0.37481E+03
  0.38419E+03  0.39380E+03  0.40364E+03  0.41373E+03  0.42406E+03  0.43465E+03  0.44549E+03  0.45660E+03  0.46798E+03  0.47964E+03
  0.49159E+03  0.50383E+03  0.51637E+03  0.52922E+03  0.54238E+03  0.55586E+03  0.56968E+03  0.58383E+03  0.59833E+03  0.61318E+03
  0.62840E+03  0.64399E+03  0.65996E+03  0.67633E+03  0.69309E+03  0.71027E+03  0.72786E+03  0.74589E+03  0.76436E+03  0.78328E+03
  0.80266E+03  0.82252E+03  0.84287E+03  0.86371E+03  0.88507E+03  0.90695E+03  0.92936E+03  0.95232E+03  0.97585E+03  0.10000E+04
WIDTH OF ENERGY BINS
  0.20000E+00  0.20000E+00  0.20080E+00  0.21000E+00  0.22010E+00  0.22060E+00  0.23090E+00  0.23160E+00  0.24220E+00  0.24320E+00
  0.25410E+00  0.25540E+00  0.26660E+00  0.26820E+00  0.27970E+00  0.28160E+00  0.29340E+00  0.29570E+00  0.30790E+00  0.31050E+00
  0.32300E+00  0.32600E+00  0.33890E+00  0.34230E+00  0.35560E+00  0.35940E+00  0.37310E+00  0.37730E+00  0.39150E+00  0.39620E+00
  0.41080E+00  0.41590E+00  0.43100E+00  0.43670E+00  0.45230E+00  0.45850E+00  0.47460E+00  0.48130E+00  0.49800E+00  0.50530E+00
  0.52260E+00  0.53050E+00  0.54840E+00  0.55690E+00  0.57550E+00  0.58470E+00  0.60390E+00  0.61380E+00  0.63370E+00  0.64430E+00
  0.66500E+00  0.67640E+00  0.69790E+00  0.71010E+00  0.73240E+00  0.74540E+00  0.76860E+00  0.78250E+00  0.80660E+00  0.82140E+00
  0.84640E+00  0.86230E+00  0.88830E+00  0.90520E+00  0.93220E+00  0.95020E+00  0.97830E+00  0.99740E+00  0.10270E+01  0.10470E+01
  0.10780E+01  0.10990E+01  0.11310E+01  0.11540E+01  0.11870E+01  0.12110E+01  0.12460E+01  0.12710E+01  0.13070E+01  0.13340E+01
  0.13720E+01  0.14010E+01  0.14400E+01  0.14700E+01  0.15110E+01  0.15430E+01  0.15860E+01  0.16200E+01  0.16640E+01  0.17000E+01
  0.17470E+01  0.17850E+01  0.18330E+01  0.18730E+01  0.19240E+01  0.19660E+01  0.20190E+01  0.20640E+01  0.21200E+01  0.21670E+01
  0.22250E+01  0.22740E+01  0.23350E+01  0.23870E+01  0.24500E+01  0.25060E+01  0.25720E+01  0.26300E+01  0.26990E+01  0.27600E+01
  0.28330E+01  0.28970E+01  0.29730E+01  0.30410E+01  0.31210E+01  0.31920E+01  0.32750E+01  0.33510E+01  0.34380E+01  0.35170E+01
  0.36080E+01  0.36910E+01  0.37870E+01  0.38750E+01  0.39740E+01  0.40670E+01  0.41710E+01  0.42690E+01  0.43780E+01  0.44800E+01
  0.45950E+01  0.47030E+01  0.48230E+01  0.49360E+01  0.50620E+01  0.51810E+01  0.53130E+01  0.54380E+01  0.55760E+01  0.57080E+01
  0.58530E+01  0.59910E+01  0.61430E+01  0.62880E+01  0.64470E+01  0.66000E+01  0.67670E+01  0.69280E+01  0.71020E+01  0.72710E+01
  0.74540E+01  0.76320E+01  0.78240E+01  0.80110E+01  0.82120E+01  0.84080E+01  0.86190E+01  0.88250E+01  0.90460E+01  0.92630E+01
  0.94950E+01  0.97220E+01  0.99660E+01  0.10200E+02  0.10460E+02  0.10710E+02  0.10980E+02  0.11240E+02  0.11520E+02  0.11800E+02
  0.12090E+02  0.12390E+02  0.12690E+02  0.13000E+02  0.13320E+02  0.13640E+02  0.13980E+02  0.14320E+02  0.14680E+02  0.15030E+02
  0.15400E+02  0.15780E+02  0.16170E+02  0.16560E+02  0.16970E+02  0.17380E+02  0.17810E+02  0.18240E+02  0.18690E+02  0.19150E+02
  0.19620E+02  0.20100E+02  0.20590E+02  0.21090E+02  0.21620E+02  0.22140E+02  0.22690E+02  0.23240E+02  0.23810E+02  0.24490E+02
N2            12   0   4
TOTAL ELASTIC CROSS SECTION
  4.871E-16  5.133E-16  5.414E-16  5.719E-16  6.050E-16  6.408E-16  6.805E-16  7.225E-16  7.673E-16  8.582E-16
